Wavelength,Intensity
1000,2.40E-02
1001,3.30E-02
1002,3.91E-02
1003,3.29E-02
1004,4.16E-02
1005,2.60E-02
1006,2.78E-02
1007,2.63E-02
1008,2.66E-02
1009,2.29E-02
1010,2.13E-02
1011,2.78E-02
1012,3.24E-02
1013,2.65E-02
1014,2.51E-02
1015,2.45E-02
1016,3.00E-02
1017,2.90E-02
1018,2.97E-02
1019,2.79E-02
1020,3.13E-02
1021,3.83E-02
1022,3.97E-02
1023,3.08E-02
1024,2.65E-02
1025,3.54E-02
1026,3.65E-02
1027,3.29E-02
1028,3.26E-02
1029,4.12E-02
1030,3.42E-02
1031,3.58E-02
1032,4.57E-02
1033,4.33E-02
1034,3.80E-02
1035,4.48E-02
1036,4.61E-02
1037,4.84E-02
1038,4.45E-02
1039,5.12E-02
1040,4.59E-02
1041,5.26E-02
1042,5.18E-02
1043,5.06E-02
1044,5.24E-02
1045,5.68E-02
1046,5.98E-02
1047,5.22E-02
1048,6.13E-02
1049,6.24E-02
1050,5.83E-02
1051,5.85E-02
1052,5.97E-02
1053,6.25E-02
1054,6.34E-02
1055,6.27E-02
1056,6.46E-02
1057,6.52E-02
1058,6.37E-02
1059,6.28E-02
1060,6.73E-02
1061,6.99E-02
1062,7.16E-02
1063,7.16E-02
1064,7.47E-02
1065,7.58E-02
1066,7.50E-02
1067,7.69E-02
1068,7.72E-02
1069,7.78E-02
1070,8.31E-02
1071,8.55E-02
1072,8.56E-02
1073,8.86E-02
1074,9.00E-02
1075,9.10E-02
1076,9.44E-02
1077,1.00E-01
1078,1.06E-01
1079,1.04E-01
1080,1.07E-01
1081,1.09E-01
1082,1.08E-01
1083,1.13E-01
1084,1.13E-01
1085,1.11E-01
1086,1.14E-01
1087,1.14E-01
1088,1.14E-01
1089,1.16E-01
1090,1.16E-01
1091,1.15E-01
1092,1.16E-01
1093,1.15E-01
1094,1.19E-01
1095,1.21E-01
1096,1.22E-01
1097,1.21E-01
1098,1.23E-01
1099,1.22E-01
1100,1.24E-01
1101,1.27E-01
1102,1.25E-01
1103,1.30E-01
1104,1.37E-01
1105,1.38E-01
1106,1.42E-01
1107,1.42E-01
1108,1.48E-01
1109,1.53E-01
1110,1.56E-01
1111,1.57E-01
1112,1.59E-01
1113,1.62E-01
1114,1.63E-01
1115,1.60E-01
1116,1.65E-01
1117,1.63E-01
1118,1.62E-01
1119,1.63E-01
1120,1.61E-01
1121,1.57E-01
1122,1.59E-01
1123,1.62E-01
1124,1.66E-01
1125,1.66E-01
1126,1.66E-01
1127,1.65E-01
1128,1.67E-01
1129,1.66E-01
1130,1.67E-01
1131,1.71E-01
1132,1.72E-01
1133,1.74E-01
1134,1.74E-01
1135,1.75E-01
1136,1.79E-01
1137,1.81E-01
1138,1.80E-01
1139,1.82E-01
1140,1.82E-01
1141,1.83E-01
1142,1.85E-01
1143,1.85E-01
1144,1.84E-01
1145,1.83E-01
1146,1.85E-01
1147,1.86E-01
1148,1.85E-01
1149,1.88E-01
1150,1.93E-01
1151,1.91E-01
1152,1.92E-01
1153,1.93E-01
1154,1.95E-01
1155,1.94E-01
1156,1.94E-01
1157,1.94E-01
1158,1.93E-01
1159,1.93E-01
1160,1.93E-01
1161,1.91E-01
1162,1.91E-01
1163,1.91E-01
1164,1.91E-01
1165,1.93E-01
1166,1.93E-01
1167,1.93E-01
1168,1.95E-01
1169,1.94E-01
1170,1.96E-01
1171,1.99E-01
1172,2.03E-01
1173,2.04E-01
1174,2.07E-01
1175,2.08E-01
1176,2.09E-01
1177,2.09E-01
1178,2.10E-01
1179,2.10E-01
1180,2.08E-01
1181,2.08E-01
1182,2.07E-01
1183,2.08E-01
1184,2.07E-01
1185,2.05E-01
1186,2.07E-01
1187,2.09E-01
1188,2.11E-01
1189,2.13E-01
1190,2.15E-01
1191,2.17E-01
1192,2.18E-01
1193,2.19E-01
1194,2.19E-01
1195,2.20E-01
1196,2.21E-01
1197,2.19E-01
1198,2.19E-01
1199,2.18E-01
1200,2.19E-01
1201,2.22E-01
1202,2.23E-01
1203,2.25E-01
1204,2.26E-01
1205,2.26E-01
1206,2.27E-01
1207,2.26E-01
1208,2.27E-01
1209,2.27E-01
1210,2.26E-01
1211,2.23E-01
1212,2.22E-01
1213,2.22E-01
1214,2.23E-01
1215,2.25E-01
1216,2.25E-01
1217,2.27E-01
1218,2.28E-01
1219,2.29E-01
1220,2.31E-01
1221,2.32E-01
1222,2.31E-01
1223,2.32E-01
1224,2.32E-01
1225,2.32E-01
1226,2.33E-01
1227,2.33E-01
1228,2.34E-01
1229,2.35E-01
1230,2.38E-01
1231,2.39E-01
1232,2.39E-01
1233,2.38E-01
1234,2.38E-01
1235,2.35E-01
1236,2.35E-01
1237,2.35E-01
1238,2.35E-01
1239,2.36E-01
1240,2.37E-01
1241,2.40E-01
1242,2.42E-01
1243,2.44E-01
1244,2.47E-01
1245,2.47E-01
1246,2.48E-01
1247,2.47E-01
1248,2.48E-01
1249,2.49E-01
1250,2.51E-01
1251,2.53E-01
1252,2.55E-01
1253,2.55E-01
1254,2.56E-01
1255,2.58E-01
1256,2.60E-01
1257,2.60E-01
1258,2.61E-01
1259,2.62E-01
1260,2.64E-01
1261,2.64E-01
1262,2.67E-01
1263,2.70E-01
1264,2.73E-01
1265,2.76E-01
1266,2.78E-01
1267,2.82E-01
1268,2.83E-01
1269,2.86E-01
1270,2.88E-01
1271,2.93E-01
1272,2.97E-01
1273,3.01E-01
1274,3.02E-01
1275,3.04E-01
1276,3.05E-01
1277,3.05E-01
1278,3.07E-01
1279,3.09E-01
1280,3.11E-01
1281,3.14E-01
1282,3.18E-01
1283,3.19E-01
1284,3.19E-01
1285,3.20E-01
1286,3.21E-01
1287,3.23E-01
1288,3.26E-01
1289,3.30E-01
1290,3.32E-01
1291,3.35E-01
1292,3.37E-01
1293,3.38E-01
1294,3.40E-01
1295,3.43E-01
1296,3.46E-01
1297,3.50E-01
1298,3.55E-01
1299,3.57E-01
1300,3.60E-01
1301,3.62E-01
1302,3.65E-01
1303,3.68E-01
1304,3.71E-01
1305,3.76E-01
1306,3.81E-01
1307,3.84E-01
1308,3.88E-01
1309,3.91E-01
1310,3.91E-01
1311,3.92E-01
1312,3.96E-01
1313,4.01E-01
1314,4.06E-01
1315,4.13E-01
1316,4.18E-01
1317,4.22E-01
1318,4.24E-01
1319,4.27E-01
1320,4.28E-01
1321,4.31E-01
1322,4.36E-01
1323,4.43E-01
1324,4.49E-01
1325,4.54E-01
1326,4.60E-01
1327,4.64E-01
1328,4.66E-01
1329,4.69E-01
1330,4.74E-01
1331,4.77E-01
1332,4.83E-01
1333,4.90E-01
1334,4.96E-01
1335,5.00E-01
1336,5.04E-01
1337,5.08E-01
1338,5.13E-01
1339,5.18E-01
1340,5.23E-01
1341,5.31E-01
1342,5.39E-01
1343,5.47E-01
1344,5.55E-01
1345,5.62E-01
1346,5.67E-01
1347,5.72E-01
1348,5.76E-01
1349,5.82E-01
1350,5.85E-01
1351,5.89E-01
1352,5.95E-01
1353,6.01E-01
1354,6.06E-01
1355,6.11E-01
1356,6.14E-01
1357,6.17E-01
1358,6.19E-01
1359,6.26E-01
1360,6.31E-01
1361,6.39E-01
1362,6.49E-01
1363,6.54E-01
1364,6.54E-01
1365,6.57E-01
1366,6.59E-01
1367,6.63E-01
1368,6.72E-01
1369,6.77E-01
1370,6.80E-01
1371,6.86E-01
1372,6.89E-01
1373,6.89E-01
1374,6.92E-01
1375,6.93E-01
1376,6.93E-01
1377,6.87E-01
1378,6.86E-01
1379,6.78E-01
1380,6.72E-01
1381,6.70E-01
1382,6.67E-01
1383,6.67E-01
1384,6.65E-01
1385,6.71E-01
1386,6.82E-01
1387,6.93E-01
1388,7.02E-01
1389,7.17E-01
1390,7.25E-01
1391,7.31E-01
1392,7.35E-01
1393,7.42E-01
1394,7.55E-01
1395,7.61E-01
1396,7.67E-01
1397,7.72E-01
1398,7.85E-01
1399,7.90E-01
1400,7.92E-01
1401,7.94E-01
1402,8.01E-01
1403,8.02E-01
1404,8.00E-01
1405,8.01E-01
1406,8.06E-01
1407,8.14E-01
1408,8.19E-01
1409,8.22E-01
1410,8.24E-01
1411,8.31E-01
1412,8.33E-01
1413,8.38E-01
1414,8.40E-01
1415,8.43E-01
1416,8.45E-01
1417,8.46E-01
1418,8.47E-01
1419,8.44E-01
1420,8.42E-01
1421,8.41E-01
1422,8.35E-01
1423,8.28E-01
1424,8.27E-01
1425,8.25E-01
1426,8.24E-01
1427,8.23E-01
1428,8.20E-01
1429,8.17E-01
1430,8.12E-01
1431,8.02E-01
1432,7.94E-01
1433,7.81E-01
1434,7.68E-01
1435,7.56E-01
1436,7.43E-01
1437,7.32E-01
1438,7.18E-01
1439,7.09E-01
1440,6.97E-01
1441,6.86E-01
1442,6.72E-01
1443,6.61E-01
1444,6.51E-01
1445,6.42E-01
1446,6.32E-01
1447,6.24E-01
1448,6.13E-01
1449,6.03E-01
1450,5.92E-01
1451,5.79E-01
1452,5.70E-01
1453,5.59E-01
1454,5.47E-01
1455,5.39E-01
1456,5.30E-01
1457,5.23E-01
1458,5.15E-01
1459,5.08E-01
1460,4.98E-01
1461,4.89E-01
1462,4.79E-01
1463,4.68E-01
1464,4.58E-01
1465,4.50E-01
1466,4.42E-01
1467,4.34E-01
1468,4.28E-01
1469,4.23E-01
1470,4.18E-01
1471,4.12E-01
1472,4.04E-01
1473,3.97E-01
1474,3.91E-01
1475,3.83E-01
1476,3.79E-01
1477,3.74E-01
1478,3.69E-01
1479,3.64E-01
1480,3.60E-01
1481,3.53E-01
1482,3.47E-01
1483,3.41E-01
1484,3.32E-01
1485,3.23E-01
1486,3.16E-01
1487,3.08E-01
1488,3.03E-01
1489,3.00E-01
1490,2.95E-01
1491,2.90E-01
1492,2.85E-01
1493,2.81E-01
1494,2.76E-01
1495,2.70E-01
1496,2.66E-01
1497,2.59E-01
1498,2.55E-01
1499,2.51E-01
1500,2.45E-01
1501,2.42E-01
1502,2.38E-01
1503,2.34E-01
1504,2.30E-01
1505,2.25E-01
1506,2.20E-01
1507,2.14E-01
1508,2.08E-01
1509,2.04E-01
1510,1.99E-01
1511,1.97E-01
1512,1.95E-01
1513,1.94E-01
1514,1.93E-01
1515,1.92E-01
1516,1.92E-01
1517,1.90E-01
1518,1.90E-01
1519,1.89E-01
1520,1.87E-01
1521,1.86E-01
1522,1.86E-01
1523,1.85E-01
1524,1.87E-01
1525,1.89E-01
1526,1.91E-01
1527,1.95E-01
1528,2.00E-01
1529,2.05E-01
1530,2.09E-01
1531,2.15E-01
1532,2.24E-01
1533,2.31E-01
1534,2.38E-01
1535,2.40E-01
1536,2.42E-01
1537,2.41E-01
1538,2.40E-01
1539,2.36E-01
1540,2.29E-01
1541,2.22E-01
1542,2.11E-01
1543,2.01E-01
1544,1.94E-01
1545,1.86E-01
1546,1.81E-01
1547,1.76E-01
1548,1.73E-01
1549,1.70E-01
1550,1.67E-01
1551,1.62E-01
1552,1.58E-01
1553,1.52E-01
1554,1.46E-01
1555,1.40E-01
1556,1.35E-01
1557,1.26E-01
1558,1.19E-01
1559,1.14E-01
1560,1.08E-01
1561,1.01E-01
1562,9.58E-02
1563,9.02E-02
1564,8.40E-02
1565,7.76E-02
1566,7.20E-02
1567,6.75E-02
1568,6.34E-02
1569,5.97E-02
1570,5.62E-02
1571,5.33E-02
1572,5.09E-02
1573,5.16E-02
1574,5.04E-02
1575,5.21E-02
1576,5.31E-02
1577,5.26E-02
1578,5.23E-02
1579,5.23E-02
1580,5.35E-02
1581,5.21E-02
1582,5.29E-02
1583,5.07E-02
1584,5.07E-02
1585,5.20E-02
1586,5.11E-02
1587,5.03E-02
1588,4.92E-02
1589,4.89E-02
1590,4.87E-02
1591,4.61E-02
1592,4.43E-02
1593,4.37E-02
1594,4.21E-02
1595,4.01E-02
1596,3.79E-02
1597,3.62E-02
1598,3.38E-02
1599,3.16E-02
1600,3.08E-02
1601,2.81E-02
1602,2.69E-02
1603,2.66E-02
1604,2.46E-02
1605,2.34E-02
1606,2.18E-02
1607,2.04E-02
1608,2.00E-02
1609,1.96E-02
1610,1.82E-02
1611,1.62E-02
1612,1.60E-02
1613,1.60E-02
1614,1.40E-02
1615,1.34E-02
1616,1.29E-02
1617,1.36E-02
1618,1.28E-02
1619,1.33E-02
1620,1.16E-02
1621,1.23E-02
1622,1.22E-02
1623,1.22E-02
1624,1.30E-02
1625,1.25E-02
1626,1.23E-02
1627,1.17E-02
1628,9.69E-03
1629,1.25E-02
1630,1.05E-02
1631,9.31E-03
1632,1.03E-02
1633,9.11E-03
1634,9.77E-03
1635,9.12E-03
1636,7.99E-03
1637,6.50E-03
1638,6.64E-03
1639,6.13E-03
1640,4.43E-03
1641,5.27E-03
1642,3.79E-03
1643,4.86E-03
1644,3.24E-03
1645,3.44E-03
1646,3.76E-03
1647,4.15E-03
1648,3.12E-03
1649,3.10E-03
1650,3.33E-03
1651,4.65E-03
1652,1.16E-02
1653,4.84E-02
1654,2.02E-01
1655,3.12E-01
1656,3.48E-01
1657,3.78E-01
1658,4.08E-01
1659,4.36E-01
1660,4.67E-01
1661,4.84E-01
1662,4.68E-01
1663,3.75E-01
1664,9.19E-02
1665,7.09E-03
1666,3.66E-03
1667,5.40E-03
1668,6.49E-03
1669,2.46E-03
1670,3.71E-03
1671,3.73E-03
1672,4.98E-03
1673,6.26E-03
1674,5.11E-03
1675,4.67E-03
1676,4.33E-03
1677,3.77E-03
1678,6.79E-03
1679,5.75E-03
1680,6.04E-03
1681,5.60E-03
1682,4.14E-03
1683,6.93E-03
1684,6.43E-03
1685,7.92E-03
1686,6.63E-03
1687,6.27E-03
1688,6.92E-03
1689,6.64E-03
1690,8.14E-03
1691,1.14E-02
1692,7.96E-03
1693,1.03E-02
1694,7.50E-03
1695,9.74E-03
1696,9.78E-03
1697,1.07E-02
1698,9.50E-03
1699,8.09E-03
1700,1.14E-02